label,hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
open_palm,Right,0.7835124731063843,0.7962799072265625,-2.7980224803769715e-09,0.6845051050186157,0.7651855945587158,-0.04067397490143776,0.5955170392990112,0.6841174364089966,-0.06556347012519836,0.5353970527648926,0.6082249283790588,-0.09095317125320435,0.48347869515419006,0.5756128430366516,-0.11680375784635544,0.6534649729728699,0.4881250262260437,-0.032750967890024185,0.6190258264541626,0.3609992265701294,-0.061227574944496155,0.599413275718689,0.28177565336227417,-0.08430494368076324,0.5818401575088501,0.2073332667350769,-0.10102283954620361,0.712562084197998,0.4492641091346741,-0.036678068339824677,0.6956148743629456,0.29584288597106934,-0.06147928908467293,0.6822350025177002,0.20606669783592224,-0.08631429076194763,0.6709798574447632,0.12808114290237427,-0.10658613592386246,0.7714968919754028,0.4471879005432129,-0.046209484338760376,0.7747955322265625,0.31118863821029663,-0.06944118440151215,0.7704441547393799,0.2270154356956482,-0.09182006865739822,0.7622992396354675,0.15503686666488647,-0.10791455209255219,0.8327537775039673,0.4729095995426178,-0.06204548850655556,0.8570877313613892,0.360328733921051,-0.07943686842918396,0.8692876696586609,0.2918134927749634,-0.09269654005765915,0.8744280338287354,0.22746577858924866,-0.10329152643680573
open_palm,Right,0.7874400615692139,0.7720619440078735,-4.611141690702425e-09,0.690357506275177,0.7415499091148376,-0.04071800038218498,0.6011698246002197,0.6680984497070312,-0.0698915421962738,0.5353997349739075,0.5985236167907715,-0.09932651370763779,0.47814714908599854,0.562380850315094,-0.1290770024061203,0.656162440776825,0.47186559438705444,-0.04274967312812805,0.6195966601371765,0.34234046936035156,-0.07524966448545456,0.5998494625091553,0.26590919494628906,-0.09915594756603241,0.5831273198127747,0.19642767310142517,-0.11618425697088242,0.7143015265464783,0.43597930669784546,-0.048049259930849075,0.6967779397964478,0.28411293029785156,-0.07659004628658295,0.6851562261581421,0.19745999574661255,-0.10135214775800705,0.6757807731628418,0.12407055497169495,-0.1213269978761673,0.7725499272346497,0.4369620382785797,-0.058445852249860764,0.7729498147964478,0.29942309856414795,-0.0854785144329071,0.7686614990234375,0.21591255068778992,-0.10785450041294098,0.7600739598274231,0.14696577191352844,-0.12361572682857513,0.8324288129806519,0.4657069444656372,-0.0746665969491005,0.8572222590446472,0.3554099500179291,-0.09490739554166794,0.8691463470458984,0.28928083181381226,-0.10835021734237671,0.8730262517929077,0.22909849882125854,-0.11863423883914948
open_palm,Right,0.782707691192627,0.7430150508880615,-4.993330193769907e-09,0.686745822429657,0.7122492790222168,-0.041808370500802994,0.5991207957267761,0.640965461730957,-0.07178130745887756,0.5346423983573914,0.5745763182640076,-0.10176841914653778,0.47978103160858154,0.5424443483352661,-0.13188475370407104,0.6572427749633789,0.45308393239974976,-0.04455820098519325,0.6244729161262512,0.32753366231918335,-0.07728571444749832,0.6061079502105713,0.25334158539772034,-0.10156302899122238,0.5904157757759094,0.18593737483024597,-0.11885827034711838,0.7160369157791138,0.41951248049736023,-0.04935083165764809,0.6990877985954285,0.27075710892677307,-0.07846280932426453,0.6877152323722839,0.1824987232685089,-0.10430446267127991,0.6786944270133972,0.10886946320533752,-0.12519380450248718,0.7733986377716064,0.42115768790245056,-0.059131231158971786,0.7736502289772034,0.2852713167667389,-0.08637922257184982,0.7697107195854187,0.2016797959804535,-0.10958933085203171,0.7616215348243713,0.1340274214744568,-0.12598176300525665,0.8314042687416077,0.4488407075405121,-0.07466927170753479,0.8563385605812073,0.338348388671875,-0.09462467581033707,0.8697694540023804,0.27090442180633545,-0.10826446861028671,0.8749275207519531,0.21103107929229736,-0.11888687312602997
open_palm,Right,0.7780380845069885,0.7370491027832031,-4.757136018440633e-09,0.6824675798416138,0.7049447298049927,-0.03923582658171654,0.5965073704719543,0.630867600440979,-0.06808681041002274,0.5344753265380859,0.5634437799453735,-0.09750165045261383,0.4817333519458771,0.5317600965499878,-0.12734097242355347,0.6522268652915955,0.43841227889060974,-0.04311203211545944,0.6205253005027771,0.3130924701690674,-0.07645625621080399,0.6034320592880249,0.2389749437570572,-0.10098693519830704,0.5883106589317322,0.17297279834747314,-0.11843425780534744,0.7106362581253052,0.4062894880771637,-0.04956422746181488,0.6951391696929932,0.2579807639122009,-0.07952072471380234,0.6844168305397034,0.17253103852272034,-0.10575434565544128,0.6749042868614197,0.10068175196647644,-0.12686102092266083,0.7678166627883911,0.41090667247772217,-0.06089252978563309,0.7699933052062988,0.2777070999145508,-0.08923519402742386,0.7665130496025085,0.1952875554561615,-0.11323851346969604,0.7580317258834839,0.1276327669620514,-0.13010373711585999,0.8256571888923645,0.4421599209308624,-0.07772361487150192,0.8530651926994324,0.3356711268424988,-0.09888123720884323,0.8666121959686279,0.2703098654747009,-0.11336632817983627,0.8712990880012512,0.21092110872268677,-0.12454940378665924
open_palm,Right,0.7709872722625732,0.7258245944976807,-4.0505749865360485e-09,0.6768593788146973,0.6985375881195068,-0.039841651916503906,0.5936041474342346,0.6285409927368164,-0.06771507859230042,0.5337223410606384,0.5625910758972168,-0.09576215595006943,0.47995316982269287,0.5308499932289124,-0.12395951896905899,0.6505816578865051,0.4363102614879608,-0.040532249957323074,0.6199046969413757,0.3138929605484009,-0.07132431119680405,0.6033217310905457,0.24058504402637482,-0.09388242661952972,0.5880961418151855,0.1742304265499115,-0.10985658317804337,0.7083686590194702,0.40450575947761536,-0.04504501447081566,0.6933994889259338,0.2607267498970032,-0.07262162864208221,0.6825247406959534,0.17835432291030884,-0.09627736359834671,0.6720296740531921,0.10582900047302246,-0.11524145305156708,0.7648519277572632,0.4082210659980774,-0.05452846735715866,0.7680404782295227,0.2812921404838562,-0.0805855393409729,0.7647936344146729,0.20085835456848145,-0.1018371433019638,0.7556207180023193,0.13224002718925476,-0.11655694991350174,0.821700930595398,0.4381366968154907,-0.06969840079545975,0.847458004951477,0.3333970308303833,-0.08861131221055984,0.8597025275230408,0.2705187201499939,-0.10127407312393188,0.8626761436462402,0.21244508028030396,-0.11102458834648132
open_palm,Right,0.7685524225234985,0.7244722843170166,-4.191329061598026e-09,0.6751915216445923,0.6987527012825012,-0.04296256974339485,0.5918440818786621,0.6296248435974121,-0.072341687977314,0.5325556993484497,0.5628395080566406,-0.10151929408311844,0.47982239723205566,0.5283074378967285,-0.13108530640602112,0.6480183005332947,0.4332876205444336,-0.04321380704641342,0.6167075634002686,0.3109382390975952,-0.07535431534051895,0.5987814664840698,0.2383391112089157,-0.09944834560155869,0.5824185013771057,0.1723434031009674,-0.11651960760354996,0.705381453037262,0.40010592341423035,-0.04689047113060951,0.6903212666511536,0.256350040435791,-0.07586873322725296,0.678653359413147,0.174399733543396,-0.10150781273841858,0.6679183840751648,0.10350194573402405,-0.12185517698526382,0.7615885734558105,0.40285801887512207,-0.055855900049209595,0.7641724348068237,0.2745422124862671,-0.08356092125177383,0.7605070471763611,0.19496473670005798,-0.10722340643405914,0.7516371011734009,0.12799030542373657,-0.12356916815042496,0.818514347076416,0.4326532781124115,-0.07066993415355682,0.844256579875946,0.3281993865966797,-0.09130166471004486,0.8560165166854858,0.2659066915512085,-0.10572182387113571,0.8590129017829895,0.20845600962638855,-0.11671630293130875
open_palm,Right,0.7639592885971069,0.7301614284515381,-3.516200219877419e-09,0.6697218418121338,0.7053055763244629,-0.04208358749747276,0.5866827964782715,0.6345123648643494,-0.06979894638061523,0.5274913311004639,0.5669928789138794,-0.0972432792186737,0.4755350947380066,0.5340931415557861,-0.12478724122047424,0.6431177258491516,0.4420281648635864,-0.04052669554948807,0.6105027198791504,0.3207579553127289,-0.07053587585687637,0.5920383334159851,0.2464604526758194,-0.09320295602083206,0.5753013491630554,0.17754590511322021,-0.10943883657455444,0.700516402721405,0.40911009907722473,-0.04351158067584038,0.6847281455993652,0.2673968970775604,-0.07025732845067978,0.6729110479354858,0.18464183807373047,-0.09407375007867813,0.6620655059814453,0.1104997992515564,-0.11327935755252838,0.7567762136459351,0.4116779863834381,-0.05166458338499069,0.7600505948066711,0.2861558198928833,-0.0771382749080658,0.7569611072540283,0.20519006252288818,-0.09885584563016891,0.7486736178398132,0.1352607011795044,-0.11399892717599869,0.8131730556488037,0.43998852372169495,-0.06573165208101273,0.8391858339309692,0.3368223309516907,-0.08430300652980804,0.8521698117256165,0.27269524335861206,-0.09730973839759827,0.8565451502799988,0.2122434377670288,-0.10745144635438919
open_palm,Right,0.7633526921272278,0.7273671627044678,-4.3384740244789555e-09,0.6711753606796265,0.7015299797058105,-0.04120528697967529,0.5886974334716797,0.6313713788986206,-0.0704699456691742,0.5292785167694092,0.5657035112380981,-0.09967188537120819,0.47621893882751465,0.5330747961997986,-0.1292368471622467,0.6429495811462402,0.44004589319229126,-0.04460703954100609,0.61249178647995,0.31799250841140747,-0.07717090845108032,0.5951744318008423,0.24491029977798462,-0.10092740505933762,0.5794227719306946,0.17882674932479858,-0.11773600429296494,0.7001556754112244,0.4070885479450226,-0.04926453158259392,0.6850441694259644,0.26273059844970703,-0.07869302481412888,0.6733605861663818,0.17965418100357056,-0.10347460955381393,0.6625620126724243,0.10758543014526367,-0.12332649528980255,0.7565593719482422,0.4095851182937622,-0.05885529890656471,0.7574306726455688,0.27938663959503174,-0.08676301687955856,0.7529135346412659,0.19820332527160645,-0.10920925438404083,0.7436937093734741,0.13034504652023315,-0.12488114833831787,0.8139587044715881,0.4383317232131958,-0.07413142919540405,0.839853823184967,0.3325967490673065,-0.0948285460472107,0.8524312973022461,0.26776009798049927,-0.10840413719415665,0.8563260436058044,0.2084251046180725,-0.11888466775417328
open_palm,Right,0.7664430737495422,0.7268344759941101,-3.8030281146461675e-09,0.6730211973190308,0.7026585340499878,-0.04109984263777733,0.5897337794303894,0.6327933669090271,-0.06940813362598419,0.5300668478012085,0.5667816996574402,-0.09754940867424011,0.47712457180023193,0.5354397296905518,-0.12601527571678162,0.6434974670410156,0.43980467319488525,-0.042933713644742966,0.6133235096931458,0.31842827796936035,-0.07457973062992096,0.5957895517349243,0.24512863159179688,-0.09778909385204315,0.5796892642974854,0.17874076962471008,-0.11414928734302521,0.700585663318634,0.4062190353870392,-0.04705420508980751,0.6862961649894714,0.2625707983970642,-0.07536175847053528,0.6746070384979248,0.1796816885471344,-0.09946267306804657,0.6639195084571838,0.10831934213638306,-0.11880576610565186,0.7570109963417053,0.40862318873405457,-0.056167084723711014,0.7584202289581299,0.278179794549942,-0.08340085297822952,0.7539148330688477,0.19711840152740479,-0.10556624829769135,0.7449575066566467,0.12965652346611023,-0.12095426768064499,0.8144577741622925,0.4372643530368805,-0.0709884986281395,0.8409807682037354,0.33213624358177185,-0.09126961976289749,0.8534320592880249,0.26677635312080383,-0.10475929081439972,0.8572803735733032,0.20680522918701172,-0.11511698365211487
open_palm,Right,0.7644422054290771,0.7279787063598633,-3.8599012874840355e-09,0.6714639067649841,0.7010452747344971,-0.03955812752246857,0.5885250568389893,0.6313703656196594,-0.06730730831623077,0.5293183922767639,0.5636516809463501,-0.09512249380350113,0.47739124298095703,0.5284562706947327,-0.12315767258405685,0.6440258622169495,0.43898048996925354,-0.04090052470564842,0.6133202910423279,0.31573396921157837,-0.07155480235815048,0.5957913994789124,0.2423171103000641,-0.09384043514728546,0.5798244476318359,0.17615529894828796,-0.10968524217605591,0.7016425728797913,0.4058052599430084,-0.0454820841550827,0.6866984367370605,0.25960975885391235,-0.07281625270843506,0.6750826239585876,0.17495444416999817,-0.09621129184961319,0.6644784212112427,0.10270440578460693,-0.11512146145105362,0.7581904530525208,0.4088447093963623,-0.05493810027837753,0.7592133283615112,0.2768276333808899,-0.08129241317510605,0.7552506923675537,0.19497841596603394,-0.10268040001392365,0.7461973428726196,0.12672379612922668,-0.1176094114780426,0.8155003786087036,0.43880006670951843,-0.06996750086545944,0.8413655161857605,0.3342830538749695,-0.08973188698291779,0.8541752696037292,0.26920396089553833,-0.10267144441604614,0.8581236600875854,0.20986995100975037,-0.11252596974372864
